TimeStamp,AccX,AccY,AccZ,GyrX,GyrY,GyrZ
00:00:00:047,-0.07,-0.20,1.01,-0.10,-0.00,-0.02
00:00:00:134,-0.07,-0.20,1.01,-0.10,-0.00,-0.02
00:00:00:232,-0.06,-0.20,1.01,-0.10,0.00,-0.02
00:00:00:332,-0.07,-0.20,1.02,-0.09,0.00,-0.02
00:00:00:432,-0.06,-0.20,1.01,-0.10,0.00,-0.02
00:00:00:532,-0.06,-0.20,1.01,-0.10,0.01,-0.02
00:00:00:632,-0.06,-0.20,1.01,-0.10,0.01,-0.02
00:00:00:732,-0.06,-0.20,1.02,-0.09,0.01,-0.02
00:00:00:832,-0.07,-0.20,1.01,-0.10,0.01,-0.02
00:00:00:932,-0.07,-0.20,1.02,-0.10,0.01,-0.02
00:00:01:030,-0.07,-0.20,1.01,-0.10,0.01,-0.02
00:00:01:132,-0.07,-0.20,1.02,-0.10,0.00,-0.02
00:00:01:232,-0.06,-0.20,1.01,-0.10,0.01,-0.02
00:00:01:332,-0.07,-0.20,1.01,-0.10,0.01,-0.02
00:00:01:432,-0.07,-0.20,1.02,-0.10,0.01,-0.01
00:00:01:532,-0.07,-0.20,1.01,-0.09,0.01,-0.01
00:00:01:633,-0.07,-0.20,1.02,-0.10,0.01,-0.01
00:00:01:732,-0.07,-0.20,1.02,-0.10,0.01,-0.01
00:00:01:832,-0.07,-0.20,1.01,-0.10,0.01,-0.02
00:00:01:932,-0.07,-0.20,1.02,-0.10,-0.01,-0.02
00:00:02:033,-0.07,-0.20,1.01,-0.10,-0.01,-0.02
00:00:02:132,-0.07,-0.20,1.01,-0.10,-0.02,-0.02
00:00:02:232,-0.07,-0.20,1.02,-0.10,-0.03,-0.03
00:00:02:332,-0.06,-0.21,1.02,-0.10,-0.04,-0.03
00:00:02:432,-0.06,-0.20,1.02,-0.12,-0.03,-0.03
00:00:02:532,-0.05,-0.21,1.05,-0.10,-0.02,-0.03
00:00:02:632,-0.05,-0.20,1.02,-0.10,-0.02,-0.02
00:00:02:732,-0.04,-0.22,0.99,-0.10,0.00,-0.02
00:00:02:832,-0.04,-0.22,1.03,-0.09,0.03,-0.01
00:00:02:932,-0.05,-0.21,1.01,-0.09,0.03,-0.01
00:00:03:032,-0.07,-0.21,1.01,-0.09,0.02,-0.02
00:00:03:133,-0.06,-0.21,1.02,-0.09,-0.01,-0.02
00:00:03:232,-0.05,-0.21,1.01,-0.09,-0.01,-0.02
00:00:03:332,-0.04,-0.19,1.00,-0.09,-0.01,-0.01
00:00:03:432,-0.05,-0.21,1.01,-0.09,-0.01,-0.03
00:00:03:532,-0.05,-0.18,1.02,-0.08,-0.01,-0.02
00:00:03:632,-0.05,-0.18,1.01,-0.09,0.01,-0.02
00:00:03:732,-0.05,-0.23,1.04,-0.07,0.02,-0.01
00:00:03:832,-0.06,-0.18,1.04,-0.10,0.01,-0.02
00:00:03:932,-0.06,-0.20,1.00,-0.07,0.02,-0.02
00:00:04:032,-0.05,-0.20,1.04,-0.08,-0.01,-0.03
00:00:04:132,-0.06,-0.23,1.06,-0.09,-0.03,-0.02
00:00:04:232,-0.06,-0.04,0.97,-0.03,-0.03,-0.03
00:00:04:332,-0.04,-0.22,1.11,-0.11,-0.03,-0.03
00:00:04:432,0.00,-0.18,1.02,-0.12,-0.04,-0.02
00:00:04:532,-0.03,-0.15,1.04,-0.10,0.02,-0.03
00:00:04:632,-0.04,-0.19,1.05,-0.10,-0.01,-0.02
00:00:04:732,-0.06,-0.20,0.94,-0.05,-0.01,-0.02
00:00:04:832,-0.03,-0.18,1.10,-0.17,0.00,-0.01
00:00:04:932,-0.04,-0.28,0.93,-0.14,0.05,-0.00
00:00:05:032,-0.01,-0.12,1.04,-0.08,0.04,-0.01
00:00:05:132,-0.07,-0.17,1.15,-0.11,0.04,-0.02
00:00:05:232,-0.06,-0.24,1.00,-0.20,0.00,-0.02
00:00:05:332,-0.01,-0.07,1.01,-0.21,0.00,-0.03
00:00:05:432,-0.06,-0.22,1.04,-0.18,0.03,-0.03
00:00:05:532,-0.09,-0.36,0.92,-0.14,-0.04,-0.05
00:00:05:632,-0.05,-0.33,0.97,-0.12,-0.06,-0.04
00:00:05:732,-0.03,-0.26,1.01,-0.20,-0.06,-0.05
00:00:05:832,-0.01,-0.17,1.05,-0.14,-0.06,-0.06
00:00:05:933,-0.03,-0.16,1.04,-0.19,-0.03,-0.05
00:00:06:032,-0.04,-0.25,0.97,-0.27,0.03,-0.04
00:00:06:133,-0.05,-0.21,0.99,-0.30,0.09,-0.02
00:00:06:232,-0.02,0.04,1.13,-0.22,0.11,0.01
00:00:06:332,-0.08,0.16,1.19,0.06,0.07,0.01
00:00:06:432,-0.04,-0.11,0.95,0.13,-0.00,-0.03
00:00:06:532,-0.07,-0.26,0.92,0.04,0.01,-0.02
00:00:06:632,-0.02,-0.26,0.94,-0.07,-0.02,-0.01
00:00:06:732,-0.05,-0.19,1.02,-0.20,-0.02,-0.03
00:00:06:832,-0.06,-0.21,1.03,-0.21,-0.05,-0.07
00:00:06:932,-0.11,-0.18,0.93,-0.26,-0.03,-0.12
00:00:07:032,-0.11,-0.08,1.09,-0.24,0.04,-0.06
00:00:07:132,-0.06,-0.01,1.11,-0.24,-0.04,-0.09
00:00:07:232,-0.05,-0.14,0.98,-0.12,0.02,-0.03
00:00:07:332,-0.08,-0.17,1.05,-0.23,0.07,0.08
00:00:07:432,-0.08,-0.27,1.09,-0.15,0.07,0.12
00:00:07:532,-0.03,-0.33,0.89,-0.05,0.05,0.06
00:00:07:632,-0.06,-0.31,0.86,-0.15,0.08,0.04
00:00:07:732,-0.09,-0.31,1.12,-0.26,0.02,-0.07
00:00:07:832,-0.06,-0.37,0.91,-0.02,-0.08,-0.10
00:00:07:932,-0.07,-0.02,1.11,0.04,-0.03,-0.08
00:00:08:032,-0.00,0.03,1.14,-0.06,0.05,-0.01
00:00:08:132,-0.14,-0.11,0.90,-0.37,0.07,0.03
00:00:08:232,-0.11,-0.23,0.85,-0.04,-0.01,-0.03
00:00:08:332,-0.12,-0.15,1.11,-0.15,-0.01,-0.01
00:00:08:432,-0.02,-0.31,1.02,0.24,-0.05,0.03
00:00:08:532,-0.07,-0.27,0.71,-0.10,0.05,0.05
00:00:08:632,-0.08,-0.03,1.01,0.18,0.05,0.05
00:00:08:732,0.02,0.07,1.15,0.03,0.08,0.01
00:00:08:832,-0.09,-0.05,0.92,0.21,0.07,-0.02
00:00:08:932,-0.11,-0.03,0.92,0.02,0.07,-0.14
00:00:09:032,-0.07,-0.35,1.22,-0.47,-0.06,-0.18
00:00:09:132,-0.10,-0.13,0.87,0.08,0.11,-0.08
00:00:09:232,-0.09,0.01,1.06,0.07,0.01,-0.08
00:00:09:332,-0.06,0.15,1.40,-0.00,-0.05,-0.17
00:00:09:432,-0.04,-0.03,1.25,0.07,0.10,-0.13
00:00:09:532,-0.09,-0.13,0.96,-0.24,0.05,-0.07
00:00:09:632,-0.12,-0.19,0.92,-0.43,-0.05,-0.05
00:00:09:732,-0.06,-0.22,0.97,-0.34,-0.03,-0.10
00:00:09:832,-0.05,-0.20,1.11,-0.16,0.03,-0.05
00:00:09:932,-0.04,-0.20,1.15,-0.31,0.01,-0.07
00:00:10:032,-0.05,0.04,0.99,-0.01,-0.03,-0.11
00:00:10:132,-0.08,-0.19,0.87,-0.07,-0.07,-0.14
00:00:10:232,-0.05,-0.01,1.25,-0.09,-0.09,-0.13
00:00:10:332,-0.05,-0.22,0.97,-0.13,-0.12,-0.15
00:00:10:432,-0.09,-0.15,0.83,-0.13,-0.08,0.02
00:00:10:532,-0.15,-0.26,0.92,-0.03,-0.01,0.14
00:00:10:632,-0.08,-0.24,0.89,-0.17,-0.03,0.09
00:00:10:732,-0.06,-0.18,0.90,-0.05,0.00,0.12
00:00:10:832,-0.09,0.16,1.33,-0.05,0.13,0.07
00:00:10:932,-0.10,-0.15,0.78,0.05,0.07,0.01
00:00:11:032,-0.03,-0.01,1.13,-0.13,0.00,-0.08
00:00:11:132,-0.07,-0.23,0.90,-0.11,-0.01,-0.06
00:00:11:232,-0.04,0.10,1.13,0.01,-0.03,-0.05
00:00:11:332,-0.10,-0.09,1.13,-0.21,0.06,-0.03
00:00:11:432,-0.11,-0.18,0.86,-0.05,-0.04,0.00
