TimeStamp,AccX,AccY,AccZ,GyrX,GyrY,GyrZ
00:00:00:048,-0.10,-0.20,1.04,-0.13,-0.01,-0.03
00:00:00:135,-0.10,-0.26,1.01,-0.10,-0.03,-0.02
00:00:00:233,-0.07,-0.25,1.01,-0.10,-0.02,-0.02
00:00:00:333,-0.07,-0.22,1.01,-0.10,0.01,-0.02
00:00:00:433,-0.09,-0.24,1.01,-0.10,0.01,-0.02
00:00:00:533,-0.09,-0.22,1.00,-0.10,0.01,-0.02
00:00:00:633,-0.09,-0.25,1.03,-0.09,0.00,-0.02
00:00:00:733,-0.09,-0.23,1.04,-0.11,0.00,-0.02
00:00:00:833,-0.09,-0.20,1.01,-0.09,0.02,-0.01
00:00:00:933,-0.08,-0.22,1.04,-0.09,0.01,-0.02
00:00:01:033,-0.09,-0.23,1.00,-0.07,0.00,-0.01
00:00:01:133,-0.09,-0.26,1.01,-0.03,0.03,-0.01
00:00:01:233,-0.10,-0.22,0.94,-0.11,0.01,-0.02
00:00:01:333,-0.09,-0.22,0.97,-0.14,-0.00,-0.02
00:00:01:434,-0.07,-0.17,1.08,-0.05,0.02,-0.01
00:00:01:533,-0.08,-0.21,1.01,-0.09,0.02,-0.01
00:00:01:634,-0.09,-0.25,1.05,-0.16,-0.00,-0.02
00:00:01:733,-0.10,-0.24,1.01,-0.04,0.01,-0.01
00:00:01:833,-0.08,-0.19,1.00,-0.09,0.01,-0.02
00:00:01:933,-0.08,-0.23,0.99,-0.13,-0.00,-0.03
00:00:02:033,-0.09,-0.20,1.00,-0.12,0.00,-0.01
00:00:02:133,-0.09,-0.20,1.01,-0.06,0.01,-0.02
00:00:02:233,-0.08,-0.24,1.02,-0.09,0.02,-0.01
00:00:02:333,-0.05,-0.27,0.99,-0.10,0.00,-0.02
00:00:02:433,-0.10,-0.31,0.91,-0.11,0.00,-0.02
00:00:02:533,-0.09,-0.17,1.11,-0.08,-0.01,-0.03
00:00:02:633,-0.09,-0.20,1.08,-0.12,0.02,-0.03
00:00:02:733,-0.10,-0.11,0.98,-0.18,0.01,-0.04
00:00:02:833,-0.09,-0.12,1.10,-0.17,-0.03,-0.06
00:00:02:933,-0.11,-0.11,1.06,-0.25,-0.07,-0.09
00:00:03:033,-0.08,-0.18,1.02,-0.17,-0.01,-0.07
00:00:03:133,-0.09,-0.18,1.01,-0.17,0.03,-0.12
00:00:03:233,-0.05,-0.06,1.13,-0.17,0.02,-0.18
00:00:03:333,0.02,-0.06,1.05,-0.14,-0.07,-0.15
00:00:03:433,-0.04,-0.30,0.96,-0.06,0.00,-0.13
00:00:03:533,-0.01,-0.23,0.97,-0.06,0.07,-0.10
00:00:03:633,-0.02,-0.20,1.16,-0.08,0.12,-0.12
00:00:03:733,-0.09,-0.16,1.11,-0.12,0.15,-0.12
00:00:03:833,-0.05,-0.18,0.97,-0.04,0.04,-0.17
00:00:03:933,-0.07,-0.21,0.95,-0.13,-0.01,-0.18
00:00:04:033,-0.03,-0.24,1.04,-0.07,-0.00,-0.19
00:00:04:133,-0.02,-0.29,0.96,-0.05,0.05,-0.17
00:00:04:233,-0.07,-0.28,1.02,-0.08,0.10,-0.15
00:00:04:333,-0.10,-0.28,1.00,-0.08,0.07,-0.16
00:00:04:433,-0.07,-0.27,1.04,-0.06,-0.01,-0.18
00:00:04:533,-0.07,-0.36,1.02,-0.11,0.02,-0.14
00:00:04:633,-0.06,-0.34,1.02,-0.11,0.05,-0.11
00:00:04:733,-0.05,-0.27,1.01,-0.07,0.12,-0.06
00:00:04:833,-0.12,-0.30,0.86,-0.15,0.15,-0.06
00:00:04:933,-0.15,-0.32,0.90,-0.13,0.06,-0.06
00:00:05:033,-0.10,-0.15,1.12,-0.05,0.15,-0.07
00:00:05:133,-0.13,-0.26,0.94,-0.10,0.11,-0.04
00:00:05:233,-0.16,-0.28,0.98,-0.13,0.02,-0.08
00:00:05:333,-0.18,-0.27,1.05,-0.16,-0.06,-0.12
00:00:05:433,-0.18,-0.34,0.99,-0.10,-0.10,-0.12
00:00:05:533,-0.08,-0.17,0.96,-0.07,-0.12,-0.15
