TimeStamp,AccX,AccY,AccZ,GyrX,GyrY,GyrZ
00:00:00:048,-0.03,-0.24,1.01,-0.10,0.00,-0.02
00:00:00:134,-0.03,-0.24,1.01,-0.10,0.01,-0.02
00:00:00:232,-0.03,-0.25,1.01,-0.10,0.01,-0.02
00:00:00:332,-0.04,-0.25,1.01,-0.10,0.01,-0.02
00:00:00:432,-0.04,-0.24,1.01,-0.10,0.01,-0.01
00:00:00:532,-0.03,-0.24,1.00,-0.10,0.01,-0.02
00:00:00:632,-0.03,-0.23,1.01,-0.10,0.01,-0.01
00:00:00:732,-0.03,-0.25,1.01,-0.10,0.02,-0.02
00:00:00:832,-0.04,-0.25,1.01,-0.10,0.03,-0.01
00:00:00:932,-0.04,-0.25,1.01,-0.10,0.02,-0.01
00:00:01:032,-0.05,-0.24,1.01,-0.10,0.01,-0.01
00:00:01:132,-0.04,-0.24,1.01,-0.10,0.01,-0.02
00:00:01:232,-0.04,-0.24,1.01,-0.10,0.01,-0.02
00:00:01:333,-0.04,-0.24,1.01,-0.10,0.01,-0.02
00:00:01:433,-0.04,-0.24,1.01,-0.10,0.01,-0.02
00:00:01:532,-0.04,-0.25,1.01,-0.10,0.01,-0.02
00:00:01:632,-0.05,-0.24,1.00,-0.10,0.00,-0.02
00:00:01:732,-0.05,-0.24,1.01,-0.09,0.01,-0.01
00:00:01:832,-0.05,-0.24,1.01,-0.10,0.00,-0.02
00:00:01:932,-0.03,-0.27,1.00,-0.13,-0.00,-0.02
00:00:02:032,-0.04,-0.26,1.01,-0.09,-0.01,-0.02
00:00:02:132,-0.04,-0.23,1.02,-0.08,0.00,-0.02
00:00:02:232,-0.03,-0.29,1.04,-0.15,-0.03,-0.02
00:00:02:332,-0.02,-0.27,1.08,-0.16,-0.02,-0.02
00:00:02:432,-0.05,-0.26,1.15,-0.07,0.02,-0.02
00:00:02:532,-0.01,-0.23,1.08,-0.15,-0.02,-0.02
00:00:02:632,-0.05,-0.17,0.97,-0.07,0.01,-0.01
00:00:02:732,-0.05,-0.18,1.06,-0.10,-0.02,-0.02
00:00:02:832,-0.04,-0.23,1.01,-0.08,0.00,-0.02
00:00:02:932,-0.06,-0.24,1.05,-0.14,-0.02,-0.03
00:00:03:032,-0.06,-0.28,0.98,-0.08,-0.03,-0.03
00:00:03:132,-0.02,-0.24,0.97,-0.09,-0.03,-0.03
00:00:03:232,-0.02,-0.27,0.98,-0.08,-0.03,-0.03
00:00:03:332,-0.01,-0.24,1.01,-0.10,-0.02,-0.01
00:00:03:432,-0.02,-0.24,0.88,-0.06,-0.02,-0.03
