TimeStamp,AccX,AccY,AccZ,GyrX,GyrY,GyrZ
00:00:00:048,0.15,-0.22,1.01,-0.09,0.00,-0.02
00:00:00:135,0.15,-0.22,1.01,-0.10,0.01,-0.02
00:00:00:233,0.15,-0.22,1.01,-0.10,0.00,-0.02
00:00:00:333,0.16,-0.22,1.00,-0.09,0.02,-0.01
00:00:00:433,0.15,-0.21,1.01,-0.09,0.04,-0.01
00:00:00:533,0.12,-0.20,1.04,-0.10,0.03,-0.00
00:00:00:633,0.15,-0.22,1.01,-0.11,-0.03,-0.01
00:00:00:733,0.16,-0.22,0.99,-0.12,0.01,-0.01
00:00:00:833,0.16,-0.21,1.04,-0.09,0.02,-0.02
00:00:00:933,0.18,-0.21,1.00,-0.10,0.10,0.01
00:00:01:033,0.16,-0.24,0.99,-0.11,0.19,0.03
00:00:01:133,0.12,-0.22,1.00,-0.10,0.24,0.03
00:00:01:233,0.09,-0.23,1.00,-0.11,0.25,0.04
00:00:01:333,0.08,-0.25,0.97,-0.08,0.29,0.05
00:00:01:433,0.03,-0.23,1.03,-0.08,0.33,0.06
00:00:01:533,-0.04,-0.23,1.03,-0.08,0.34,0.06
00:00:01:633,-0.10,-0.22,0.99,-0.11,0.25,0.04
00:00:01:733,-0.11,-0.25,1.04,-0.08,0.14,0.01
00:00:01:834,-0.10,-0.22,1.00,-0.09,0.08,0.00
00:00:01:933,-0.07,-0.22,1.00,-0.09,0.06,-0.01
00:00:02:033,-0.06,-0.23,0.99,-0.09,0.10,0.01
00:00:02:133,-0.10,-0.21,1.05,-0.08,0.11,0.00
00:00:02:233,-0.14,-0.22,1.00,-0.11,0.08,-0.00
00:00:02:333,-0.12,-0.24,0.99,-0.11,0.03,-0.01
00:00:02:433,-0.12,-0.23,1.01,-0.10,0.03,-0.01
00:00:02:533,-0.14,-0.23,1.00,-0.10,-0.01,-0.02
00:00:02:633,-0.12,-0.23,1.00,-0.10,-0.04,-0.03
00:00:02:733,-0.11,-0.23,1.00,-0.10,-0.05,-0.03
00:00:02:833,-0.10,-0.24,1.02,-0.09,-0.06,-0.03
00:00:02:933,-0.09,-0.24,1.01,-0.10,-0.04,-0.02
00:00:03:033,-0.08,-0.22,0.99,-0.09,-0.04,-0.02
00:00:03:133,-0.08,-0.23,1.00,-0.09,-0.03,-0.03
00:00:03:233,-0.09,-0.21,1.01,-0.09,-0.02,-0.02
00:00:03:333,-0.07,-0.23,1.01,-0.10,-0.01,-0.02
00:00:03:433,-0.08,-0.24,1.01,-0.09,0.01,-0.02
00:00:03:533,-0.08,-0.24,1.01,-0.10,0.02,-0.01
00:00:03:633,-0.11,-0.24,1.01,-0.10,0.07,-0.01
00:00:03:733,-0.11,-0.24,1.02,-0.10,0.02,-0.01
00:00:03:834,-0.08,-0.24,1.01,-0.10,-0.04,-0.02
00:00:03:933,-0.08,-0.23,1.01,-0.09,-0.05,-0.03
00:00:04:033,-0.09,-0.22,1.04,-0.09,-0.07,-0.05
00:00:04:133,-0.06,-0.23,1.00,-0.10,-0.08,-0.05
00:00:04:233,-0.05,-0.22,0.99,-0.10,-0.05,-0.03
00:00:04:333,-0.05,-0.23,1.01,-0.10,-0.03,-0.03
00:00:04:433,-0.05,-0.23,1.03,-0.09,-0.02,-0.03
00:00:04:533,-0.04,-0.26,1.02,-0.13,-0.03,-0.03
00:00:04:633,-0.04,-0.25,1.02,-0.12,-0.02,-0.03
00:00:04:733,-0.01,-0.21,1.01,-0.11,0.00,-0.03
00:00:04:833,-0.03,-0.25,1.04,-0.13,-0.01,-0.03
00:00:04:933,-0.06,-0.11,0.95,-0.00,0.01,-0.02
00:00:05:033,-0.06,-0.18,1.01,-0.11,-0.02,-0.01
00:00:05:133,-0.05,-0.22,1.06,-0.17,0.01,-0.02
00:00:05:233,-0.05,-0.25,1.00,-0.12,0.04,-0.02
00:00:05:333,-0.09,-0.23,1.10,-0.15,0.02,-0.01
00:00:05:433,-0.09,-0.22,1.02,-0.10,-0.03,-0.04
00:00:05:533,-0.05,-0.28,1.00,-0.12,-0.05,-0.06
00:00:05:633,-0.03,-0.26,1.01,-0.07,-0.04,-0.06
00:00:05:733,-0.02,-0.29,0.95,-0.08,0.00,-0.07
00:00:05:834,-0.05,-0.23,0.98,-0.05,0.04,-0.07
00:00:05:933,-0.05,-0.23,1.03,-0.09,-0.01,-0.12
00:00:06:033,-0.04,-0.26,1.04,-0.16,-0.12,-0.15
00:00:06:133,-0.03,-0.18,0.98,-0.13,-0.11,-0.19
00:00:06:233,0.01,-0.21,1.04,-0.17,-0.07,-0.15
00:00:06:333,-0.02,-0.12,1.09,-0.04,-0.01,-0.11
00:00:06:433,0.04,-0.12,1.07,0.02,0.11,-0.08
00:00:06:533,0.02,-0.21,1.01,-0.09,0.17,-0.10
00:00:06:633,0.00,-0.13,1.11,-0.11,0.14,-0.15
00:00:06:733,0.04,-0.26,0.93,-0.10,0.16,-0.25
00:00:06:833,-0.04,-0.10,0.93,-0.19,0.28,-0.30
00:00:06:933,0.08,0.08,1.26,-0.07,0.19,-0.44
00:00:07:033,-0.01,-0.23,1.03,0.02,0.27,-0.48
00:00:07:133,-0.02,-0.12,1.02,-0.02,0.24,-0.65
00:00:07:233,-0.07,-0.19,1.08,-0.06,0.23,-0.64
00:00:07:333,-0.03,-0.20,1.07,-0.01,0.11,-0.76
00:00:07:433,0.03,-0.24,1.12,-0.06,0.10,-0.82
00:00:07:533,-0.08,-0.28,0.95,-0.08,0.16,-0.72
00:00:07:633,0.01,-0.18,1.08,0.00,0.09,-0.73
00:00:07:733,-0.02,-0.34,1.01,-0.03,0.07,-0.72
00:00:07:833,-0.01,-0.22,1.02,0.00,0.10,-0.68
00:00:07:933,0.01,-0.27,1.13,-0.01,0.09,-0.63
00:00:08:033,0.01,-0.30,0.92,-0.09,0.05,-0.57
00:00:08:133,0.03,-0.27,1.01,-0.10,0.14,-0.55
00:00:08:233,-0.02,-0.31,0.99,-0.05,0.17,-0.44
00:00:08:333,-0.02,-0.21,1.01,-0.05,0.14,-0.41
00:00:08:433,-0.08,-0.32,0.95,-0.11,0.12,-0.44
00:00:08:533,-0.06,-0.29,0.98,-0.08,0.11,-0.37
