TimeStamp,AccX,AccY,AccZ,GyrX,GyrY,GyrZ
00:00:00:050,-0.04,-0.30,0.87,-0.24,0.05,-0.06
00:00:00:426,-0.03,-0.25,1.05,-0.15,-0.02,-0.16
00:00:00:524,-0.02,-0.21,0.99,0.09,-0.07,-0.15
00:00:00:624,-0.03,-0.23,0.88,-0.11,0.01,-0.08
00:00:00:724,-0.05,-0.25,0.99,-0.18,-0.02,0.02
00:00:00:824,-0.05,-0.30,1.04,-0.14,-0.01,0.00
00:00:00:924,0.00,-0.31,1.01,-0.20,-0.06,-0.00
00:00:01:024,-0.06,-0.30,1.02,-0.05,0.01,0.06
00:00:01:124,-0.06,-0.50,1.21,-0.07,0.07,0.12
00:00:01:224,-0.03,-0.26,1.00,-0.14,0.04,0.11
00:00:01:324,-0.04,-0.26,1.03,-0.19,-0.00,0.05
00:00:01:508,-0.06,-0.24,1.03,-0.10,0.02,-0.01
00:00:01:608,-0.08,-0.24,0.85,0.02,0.05,0.04
00:00:01:708,-0.05,-0.32,1.15,-0.22,0.05,0.01
00:00:01:808,-0.04,-0.22,1.13,-0.13,0.04,-0.08
00:00:01:908,-0.00,-0.25,0.78,-0.07,0.12,-0.08
00:00:02:008,-0.06,-0.22,0.92,-0.12,0.08,-0.08
00:00:02:108,-0.04,-0.19,0.99,-0.10,0.04,-0.15
00:00:02:209,-0.01,-0.30,1.11,-0.10,0.04,-0.22
00:00:02:308,-0.03,-0.36,1.03,-0.16,-0.01,-0.31
00:00:02:408,-0.01,-0.29,0.95,-0.14,-0.01,-0.29
00:00:02:506,-0.03,-0.27,1.03,-0.14,-0.00,-0.27
00:00:02:688,-0.05,-0.33,1.06,-0.11,0.03,-0.16
00:00:02:787,-0.04,-0.28,0.81,0.00,0.03,-0.15
00:00:02:887,-0.04,-0.25,1.04,0.01,-0.02,-0.16
00:00:02:987,-0.04,-0.24,1.08,-0.07,-0.03,-0.14
00:00:03:087,-0.06,-0.40,1.16,-0.06,-0.03,-0.17
00:00:03:187,-0.03,-0.22,0.93,0.09,0.02,-0.13
00:00:03:287,-0.07,-0.25,0.93,0.08,0.05,-0.11
00:00:03:387,0.02,-0.30,1.00,-0.10,-0.02,-0.14
00:00:03:487,-0.04,-0.27,1.08,-0.15,-0.01,-0.12
00:00:03:587,-0.09,-0.15,0.97,-0.15,-0.01,-0.12
00:00:03:773,-0.04,-0.15,0.99,-0.20,0.03,-0.09
00:00:03:872,-0.05,-0.21,1.02,-0.34,0.08,-0.09
00:00:03:972,-0.07,-0.35,0.99,-0.25,0.04,-0.05
00:00:04:072,-0.04,-0.12,1.00,-0.22,0.08,0.04
00:00:04:173,-0.03,-0.22,0.94,-0.17,0.09,0.06
00:00:04:272,-0.05,-0.21,1.06,-0.17,0.01,-0.00
00:00:04:372,-0.09,-0.25,1.02,-0.26,-0.06,-0.11
00:00:04:472,0.00,-0.24,1.03,-0.23,-0.16,-0.17
00:00:04:572,0.02,-0.24,0.93,-0.20,-0.11,-0.14
00:00:04:672,0.03,-0.35,0.94,-0.20,-0.04,-0.13
00:00:04:772,0.02,-0.19,1.08,-0.10,0.01,-0.08
00:00:04:974,0.02,-0.19,0.96,-0.01,0.06,-0.03
00:00:05:073,-0.01,-0.38,0.97,-0.06,0.08,-0.02
