TimeStamp,AccX,AccY,AccZ,GyrX,GyrY,GyrZ
00:00:00:048,-0.03,-0.23,1.01,-0.10,0.00,-0.02
00:00:00:134,-0.03,-0.23,1.01,-0.10,-0.00,-0.02
00:00:00:232,-0.03,-0.22,1.02,-0.10,-0.01,-0.02
00:00:00:332,-0.02,-0.23,1.02,-0.10,-0.01,-0.02
00:00:00:432,-0.03,-0.23,1.02,-0.10,-0.01,-0.02
00:00:00:532,-0.03,-0.23,1.01,-0.10,-0.02,-0.03
00:00:00:632,-0.02,-0.23,1.02,-0.10,-0.03,-0.02
00:00:00:732,-0.02,-0.23,1.02,-0.10,-0.03,-0.02
00:00:00:832,-0.01,-0.24,1.01,-0.10,-0.01,-0.02
00:00:00:932,-0.00,-0.24,1.01,-0.10,0.00,-0.02
00:00:01:032,-0.01,-0.23,1.01,-0.10,0.02,-0.01
00:00:01:132,-0.02,-0.23,1.01,-0.10,0.02,-0.01
00:00:01:232,-0.02,-0.23,1.02,-0.10,0.02,-0.01
00:00:01:332,-0.02,-0.22,1.01,-0.10,0.02,-0.01
00:00:01:432,-0.02,-0.22,1.02,-0.09,0.01,-0.02
00:00:01:533,-0.02,-0.23,1.02,-0.10,0.01,-0.02
00:00:01:632,-0.02,-0.23,1.01,-0.10,0.00,-0.02
00:00:01:732,-0.03,-0.23,1.01,-0.10,-0.01,-0.02
00:00:01:832,-0.02,-0.23,1.02,-0.10,-0.02,-0.02
00:00:01:932,-0.01,-0.23,1.02,-0.10,-0.02,-0.02
00:00:02:032,-0.02,-0.23,1.01,-0.10,-0.01,-0.02
00:00:02:132,-0.02,-0.24,1.00,-0.09,-0.03,-0.03
00:00:02:232,-0.00,-0.23,1.02,-0.09,-0.03,-0.03
00:00:02:332,-0.00,-0.22,1.01,-0.10,-0.02,-0.02
00:00:02:432,0.00,-0.22,1.01,-0.10,-0.02,-0.02
00:00:02:532,0.01,-0.22,1.02,-0.10,-0.01,-0.02
00:00:02:632,-0.00,-0.23,1.02,-0.09,-0.01,-0.02
00:00:02:732,-0.00,-0.22,1.03,-0.09,-0.01,-0.02
00:00:02:832,0.01,-0.23,1.02,-0.10,-0.00,-0.02
00:00:02:932,0.01,-0.22,1.02,-0.10,0.01,-0.02
00:00:03:032,0.01,-0.24,1.02,-0.09,0.00,-0.02
00:00:03:132,-0.00,-0.23,1.03,-0.10,0.01,-0.01
00:00:03:232,-0.00,-0.23,1.02,-0.10,0.01,-0.02
00:00:03:332,0.00,-0.23,1.02,-0.10,0.01,-0.01
00:00:03:432,-0.00,-0.23,1.02,-0.10,-0.00,-0.02
00:00:03:533,-0.00,-0.23,1.02,-0.10,-0.00,-0.02
00:00:03:632,0.00,-0.23,1.02,-0.10,-0.01,-0.02
00:00:03:732,0.00,-0.23,1.01,-0.10,-0.02,-0.02
00:00:03:832,0.01,-0.23,1.02,-0.10,-0.02,-0.02
00:00:03:932,0.01,-0.23,1.02,-0.10,-0.02,-0.02
00:00:04:032,0.01,-0.23,1.01,-0.10,-0.02,-0.03
00:00:04:132,0.02,-0.23,1.02,-0.10,-0.01,-0.02
00:00:04:232,0.03,-0.22,1.01,-0.10,0.01,-0.01
00:00:04:332,0.01,-0.25,1.04,-0.10,0.03,-0.01
00:00:04:432,-0.01,-0.22,1.03,-0.11,0.02,-0.02
00:00:04:533,0.01,-0.21,1.04,-0.07,0.03,-0.01
00:00:04:632,0.02,-0.22,1.03,-0.08,0.04,-0.01
00:00:04:732,0.01,-0.22,1.03,-0.09,0.04,-0.01
00:00:04:832,0.00,-0.24,0.96,-0.03,0.06,-0.01
00:00:04:932,-0.02,-0.30,1.06,-0.15,0.01,-0.00
00:00:05:032,-0.01,-0.24,0.99,-0.15,0.05,-0.01
00:00:05:132,-0.02,-0.25,0.98,-0.08,0.05,-0.01
00:00:05:232,0.01,-0.27,0.99,-0.11,0.01,-0.02
00:00:05:332,0.03,-0.20,1.08,-0.11,0.03,-0.01
00:00:05:432,0.00,-0.19,0.99,-0.09,0.05,-0.01
00:00:05:533,-0.05,-0.21,1.06,-0.10,0.12,-0.03
00:00:05:632,-0.03,-0.30,0.98,-0.13,0.08,-0.03
00:00:05:733,-0.02,-0.11,1.04,-0.11,0.05,-0.05
00:00:05:832,-0.07,-0.18,1.03,-0.21,0.00,-0.08
