TimeStamp,AccX,AccY,AccZ,GyrX,GyrY,GyrZ
00:00:00:048,-0.03,-0.24,1.01,-0.10,0.01,-0.02
00:00:00:135,-0.03,-0.23,1.01,-0.10,0.01,-0.02
00:00:00:233,-0.03,-0.23,1.02,-0.09,0.00,-0.02
00:00:00:333,-0.03,-0.23,1.02,-0.10,-0.00,-0.02
00:00:00:433,-0.02,-0.21,1.00,-0.10,-0.00,-0.02
00:00:00:533,-0.02,-0.24,1.01,-0.10,0.01,-0.02
00:00:00:633,-0.02,-0.24,1.02,-0.10,0.02,-0.02
00:00:00:733,-0.03,-0.24,1.01,-0.10,0.02,-0.02
00:00:00:833,-0.04,-0.24,1.01,-0.10,0.01,-0.01
00:00:00:933,-0.04,-0.23,1.01,-0.10,0.00,-0.02
00:00:01:031,-0.03,-0.23,1.02,-0.10,0.00,-0.02
00:00:01:133,-0.03,-0.23,1.02,-0.10,0.01,-0.02
00:00:01:234,-0.03,-0.23,1.01,-0.10,0.01,-0.01
00:00:01:333,-0.03,-0.23,1.01,-0.10,0.01,-0.01
00:00:01:433,-0.03,-0.23,1.02,-0.10,0.02,-0.01
00:00:01:533,-0.04,-0.23,1.01,-0.10,0.02,-0.01
00:00:01:633,-0.04,-0.23,1.01,-0.10,0.01,-0.01
00:00:01:733,-0.04,-0.23,1.01,-0.10,0.01,-0.02
00:00:01:833,-0.04,-0.23,1.01,-0.10,0.01,-0.02
00:00:01:933,-0.04,-0.23,1.01,-0.10,0.01,-0.02
00:00:02:033,-0.05,-0.23,1.02,-0.10,-0.00,-0.02
00:00:02:133,-0.05,-0.23,1.02,-0.10,-0.01,-0.02
00:00:02:233,-0.05,-0.23,1.00,-0.08,-0.04,-0.02
00:00:02:333,-0.03,-0.19,1.00,-0.09,-0.05,-0.03
00:00:02:433,-0.00,-0.22,0.96,-0.10,-0.03,-0.02
00:00:02:533,-0.01,-0.23,1.00,-0.10,-0.03,-0.02
00:00:02:633,-0.02,-0.22,0.99,-0.09,0.00,-0.03
00:00:02:733,-0.01,-0.20,0.94,-0.08,-0.02,-0.02
00:00:02:833,-0.01,-0.21,0.99,-0.15,-0.05,-0.02
00:00:02:933,-0.00,-0.20,0.91,-0.00,0.01,-0.01
00:00:03:033,-0.02,-0.27,1.00,-0.13,-0.01,-0.01
00:00:03:133,-0.01,-0.17,1.06,-0.10,-0.00,-0.02
00:00:03:233,-0.01,-0.27,0.95,-0.08,0.01,-0.01
00:00:03:333,-0.02,-0.28,1.06,-0.14,0.00,-0.02
00:00:03:433,-0.02,-0.23,1.02,-0.04,0.05,-0.01
00:00:03:533,-0.02,-0.17,0.99,-0.02,0.01,-0.01
00:00:03:633,-0.05,-0.33,0.93,-0.08,0.04,-0.02
00:00:03:733,-0.05,-0.06,1.09,-0.08,0.01,-0.01
00:00:03:833,0.00,-0.25,0.90,-0.00,0.03,0.00
00:00:03:933,0.02,-0.10,1.04,0.02,0.06,-0.01
00:00:04:033,-0.02,-0.11,1.07,-0.00,0.05,-0.00
00:00:04:133,-0.10,-0.04,0.97,-0.09,0.02,-0.02
00:00:04:233,-0.04,-0.16,0.92,-0.17,-0.03,-0.02
00:00:04:333,-0.03,-0.18,0.98,-0.18,-0.04,-0.03
00:00:04:433,-0.00,-0.19,1.13,-0.19,-0.02,-0.04
00:00:04:533,-0.03,-0.39,0.96,-0.05,-0.03,-0.04
00:00:04:633,0.04,-0.26,0.99,-0.09,-0.03,-0.02
00:00:04:733,-0.02,-0.20,0.96,-0.10,-0.03,-0.02
00:00:04:833,-0.02,-0.23,1.04,-0.03,0.01,-0.01
00:00:04:933,0.03,-0.23,1.03,-0.14,0.01,-0.02
00:00:05:033,0.02,-0.22,0.98,-0.15,0.02,-0.01
00:00:05:133,0.02,-0.22,1.07,-0.12,0.04,-0.01
00:00:05:233,-0.07,-0.23,1.01,-0.13,0.08,-0.02
