TimeStamp,AccX,AccY,AccZ,GyrX,GyrY,GyrZ
00:00:12:332,0.02,-0.40,0.98,-0.06,0.00,-0.17
00:00:12:432,-0.06,-0.38,0.93,-0.10,0.02,-0.08
00:00:12:532,-0.05,-0.32,1.08,-0.14,0.03,-0.07
00:00:12:632,-0.04,-0.19,0.98,-0.16,0.03,-0.13
00:00:12:732,-0.03,-0.30,1.02,-0.14,0.04,-0.13
00:00:12:832,-0.02,-0.43,0.92,-0.13,0.05,-0.11
00:00:12:932,-0.05,-0.45,0.93,-0.09,0.03,-0.08
00:00:13:032,-0.03,-0.46,0.91,-0.20,0.00,-0.14
00:00:13:132,0.02,-0.34,0.95,-0.05,-0.02,-0.14
00:00:13:232,-0.01,-0.29,1.04,-0.03,0.02,-0.15
00:00:13:332,-0.06,-0.26,1.17,-0.07,0.06,-0.10
00:00:13:432,0.01,-0.24,0.91,-0.03,-0.04,-0.17
00:00:13:532,-0.04,-0.09,1.09,0.02,0.00,-0.20
00:00:13:632,-0.06,-0.14,1.01,-0.06,0.01,-0.15
00:00:13:732,-0.04,-0.40,0.95,-0.11,0.05,-0.14
00:00:13:832,-0.02,-0.08,0.95,-0.03,-0.00,-0.15
00:00:13:932,-0.07,-0.24,1.10,-0.14,0.04,-0.07
00:00:14:032,-0.07,-0.09,0.94,-0.04,0.05,-0.06
00:00:14:132,-0.04,-0.26,1.12,-0.15,0.04,-0.14
00:00:14:232,-0.04,-0.24,1.17,-0.18,0.03,-0.15
00:00:14:332,-0.03,-0.38,0.89,-0.09,0.06,-0.15
00:00:14:432,-0.00,-0.27,0.85,0.01,-0.06,-0.13
00:00:14:533,-0.06,-0.18,0.90,0.01,-0.04,-0.13
00:00:14:632,-0.06,-0.05,1.05,-0.12,-0.04,-0.10
00:00:14:732,-0.05,-0.07,1.07,-0.02,0.01,-0.05
00:00:14:832,-0.05,-0.10,1.08,-0.04,0.04,-0.05
00:00:14:932,-0.06,-0.16,1.15,-0.01,-0.02,-0.04
00:00:15:032,-0.05,-0.22,1.05,-0.08,-0.01,-0.13
00:00:15:132,-0.00,-0.23,0.92,0.01,-0.13,-0.18
00:00:15:232,-0.03,-0.40,0.81,-0.04,-0.10,-0.12
00:00:15:332,-0.05,-0.29,0.95,-0.18,-0.07,-0.09
00:00:15:432,0.06,-0.26,1.18,-0.14,-0.08,-0.08
00:00:15:532,-0.03,-0.14,1.10,-0.16,-0.11,-0.04
00:00:15:632,-0.07,-0.31,0.94,-0.07,-0.04,0.05
00:00:15:732,-0.08,-0.25,0.92,-0.03,-0.02,0.10
00:00:15:832,-0.03,-0.04,1.09,0.03,-0.02,0.09
00:00:15:932,-0.06,-0.31,0.78,-0.05,0.06,0.10
00:00:16:032,0.02,-0.20,1.08,-0.11,0.02,0.05
00:00:16:132,-0.11,-0.15,0.97,-0.12,0.01,0.06
00:00:16:232,-0.01,-0.10,1.11,0.08,0.09,0.10
00:00:16:332,-0.10,-0.41,1.06,-0.22,0.16,0.07
00:00:16:432,-0.01,-0.20,1.04,-0.15,0.13,0.03
00:00:16:532,0.00,-0.16,1.06,-0.05,0.08,-0.00
00:00:16:632,-0.02,-0.27,0.90,-0.08,-0.02,-0.04
00:00:16:732,0.01,-0.11,1.10,-0.07,0.12,-0.05
00:00:16:832,-0.04,-0.26,0.87,-0.12,0.00,-0.09
00:00:16:932,-0.04,-0.24,1.03,-0.09,0.05,-0.07
00:00:17:032,-0.00,-0.47,0.86,-0.08,-0.02,-0.04
00:00:17:132,-0.06,-0.41,0.86,-0.04,0.04,-0.04
00:00:17:232,-0.04,-0.41,0.91,-0.13,0.04,-0.07
00:00:17:332,-0.04,-0.54,0.96,-0.09,0.00,-0.09
00:00:17:432,0.01,-0.39,0.76,-0.10,-0.07,-0.10
00:00:17:532,-0.07,-0.26,1.00,-0.04,-0.10,-0.10
00:00:17:632,0.02,-0.24,1.08,-0.01,-0.09,-0.06
00:00:17:732,-0.07,-0.31,1.03,-0.07,-0.02,0.00
00:00:17:832,-0.08,-0.22,0.91,-0.11,-0.07,0.05
00:00:17:932,-0.02,-0.34,1.04,-0.12,-0.02,0.06
00:00:18:032,-0.03,-0.44,0.94,-0.14,0.02,0.04
00:00:18:132,0.01,-0.33,1.09,-0.15,-0.05,-0.01
00:00:18:232,-0.04,-0.23,0.90,-0.08,0.05,0.03
00:00:18:332,-0.03,-0.38,0.85,-0.08,0.05,0.01
00:00:18:432,-0.02,-0.35,1.07,-0.07,-0.01,-0.00
00:00:18:532,-0.05,-0.17,0.98,-0.11,0.05,-0.01
00:00:18:632,-0.03,-0.40,0.93,-0.00,0.12,0.05
00:00:18:732,0.01,-0.27,1.19,-0.06,0.11,0.05
00:00:18:832,-0.10,-0.15,1.07,-0.07,0.13,0.01
00:00:18:932,-0.08,-0.24,0.94,-0.09,0.09,-0.10
00:00:19:032,-0.01,-0.12,1.23,-0.22,0.03,-0.15
00:00:19:132,-0.01,0.09,1.08,-0.06,-0.01,-0.13
00:00:19:232,-0.09,-0.32,0.98,-0.14,-0.02,-0.13
00:00:19:332,-0.02,-0.12,1.00,-0.14,0.04,-0.08
00:00:19:432,-0.07,-0.30,0.94,-0.18,-0.02,-0.03
00:00:19:532,-0.03,-0.28,0.94,-0.20,0.01,0.01
00:00:19:632,-0.09,-0.20,0.99,-0.00,0.04,0.02
00:00:19:732,-0.02,-0.41,0.93,-0.08,0.08,0.01
00:00:19:832,-0.05,-0.29,0.99,-0.13,0.09,-0.06
00:00:19:932,-0.05,-0.20,0.98,-0.10,0.05,-0.08
00:00:20:032,0.04,-0.34,0.99,-0.04,-0.02,-0.13
00:00:20:132,0.03,-0.28,1.14,-0.07,-0.04,-0.12
00:00:20:232,-0.04,-0.22,1.09,-0.08,0.04,-0.10
00:00:20:332,-0.06,-0.32,1.02,-0.09,0.03,-0.10
00:00:20:432,-0.05,-0.27,0.88,-0.11,-0.08,-0.11
00:00:20:532,-0.02,-0.16,0.94,-0.07,-0.11,-0.12
00:00:20:632,-0.01,-0.12,1.12,-0.15,-0.05,-0.09
00:00:20:732,-0.04,-0.29,1.05,-0.13,-0.07,-0.02
00:00:20:832,-0.03,-0.21,1.00,-0.12,-0.08,-0.00
00:00:20:932,-0.04,-0.22,0.98,0.02,-0.01,0.00
00:00:21:032,0.01,-0.20,1.05,0.02,0.01,0.03
00:00:21:132,-0.06,-0.29,0.98,-0.13,0.03,-0.03
00:00:21:232,0.02,-0.14,1.14,-0.16,0.04,-0.02
00:00:21:332,-0.05,-0.34,0.99,-0.21,-0.05,0.05
00:00:21:432,-0.04,-0.19,1.06,-0.19,-0.00,0.05
00:00:21:532,-0.04,-0.23,0.98,-0.09,0.04,0.11
00:00:21:632,-0.06,-0.27,0.94,-0.00,0.06,0.06
